entry_id,contest_id,contest_name,MVP - 1.5X Points,AnyFLEX,AnyFLEX,AnyFLEX,AnyFLEX,,Instructions,,,,,,,,,,,,,,,,,
,,,,,,,,,107899-128913:Malachi Corley,107899-128913,WR,Malachi,Malachi Corley,Corley,0.899999976,1,5000,BUF@NYJ,NYJ,BUF,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-138643:Jason Brownlee,107899-138643,WR,Jason,Jason Brownlee,Brownlee,2.820000076,5,5000,BUF@NYJ,NYJ,BUF,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-139284:Frank Gore Jr.,107899-139284,RB,Frank,Frank Gore Jr.,Gore Jr.,,0,5000,BUF@NYJ,BUF,NYJ,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-73111:Chase Claypool,107899-73111,WR,Chase,Chase Claypool,Claypool,2.212500095,8,5000,BUF@NYJ,BUF,NYJ,Q,Toe,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-70426:Reggie Gilliam,107899-70426,RB,Reggie,Reggie Gilliam,Gilliam,0.266666671,3,5000,BUF@NYJ,BUF,NYJ,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-92957:Marcus Riley,107899-92957,WR,Marcus,Marcus Riley,Riley,,0,5000,BUF@NYJ,NYJ,BUF,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-90268:Colby Suits,107899-90268,QB,Colby,Colby Suits,Suits,,0,5000,BUF@NYJ,NYJ,BUF,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-73247:Kene Nwangwu,107899-73247,RB,Kene,Kene Nwangwu,Nwangwu,0.144444439,9,5000,BUF@NYJ,NYJ,BUF,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-80294:Anthony Firkser,107899-80294,TE,Anthony,Anthony Firkser,Firkser,1.299999952,1,5000,BUF@NYJ,NYJ,BUF,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-92970:Tyler Harrell,107899-92970,WR,Tyler,Tyler Harrell,Harrell,,0,5000,BUF@NYJ,NYJ,BUF,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-86192:KJ Hamler,107899-86192,WR,KJ,KJ Hamler,Hamler,,0,5000,BUF@NYJ,BUF,NYJ,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-63419:Andy Isabella,107899-63419,WR,Andy,Andy Isabella,Isabella,0,2,5000,BUF@NYJ,BUF,NYJ,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-87233:Bryan Thompson,107899-87233,WR,Bryan,Bryan Thompson,Thompson,,0,5000,BUF@NYJ,BUF,NYJ,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-129219:Israel Abanikanda,107899-129219,RB,Israel,Israel Abanikanda,Abanikanda,1.828571456,7,5000,BUF@NYJ,NYJ,BUF,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-89283:Tre' McKitty,107899-89283,TE,Tre',Tre' McKitty,McKitty,0,1,5000,BUF@NYJ,BUF,NYJ,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-86341:Xazavian Valladay,107899-86341,RB,Xazavian,Xazavian Valladay,Valladay,,0,5000,BUF@NYJ,NYJ,BUF,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-69833:Shane Buechele,107899-69833,QB,Shane,Shane Buechele,Buechele,,0,5000,BUF@NYJ,BUF,NYJ,IR,Neck,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-167625:Hamze El-Zayat,107899-167625,WR,Hamze,Hamze El-Zayat,El-Zayat,,0,5000,BUF@NYJ,NYJ,BUF,Q,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-87117:Brenden Bates,107899-87117,TE,Brenden,Brenden Bates,Bates,,0,5000,BUF@NYJ,NYJ,BUF,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-149708:Zach Davidson,107899-149708,TE,Zach,Zach Davidson,Davidson,,0,5000,BUF@NYJ,BUF,NYJ,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-93134:Deon Jackson,107899-93134,RB,Deon,Deon Jackson,Jackson,0.75,2,5000,BUF@NYJ,NYJ,BUF,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-117201:Isaiah Winstead,107899-117201,WR,Isaiah,Isaiah Winstead,Winstead,,0,5000,BUF@NYJ,NYJ,BUF,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-90583:Tyrell Shavers,107899-90583,WR,Tyrell,Tyrell Shavers,Shavers,,0,5000,BUF@NYJ,BUF,NYJ,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-40534:Mike White,107899-40534,QB,Mike,Mike White,White,0.437142849,7,5000,BUF@NYJ,BUF,NYJ,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-30678:Damiere Byrd,107899-30678,WR,Damiere,Damiere Byrd,Byrd,0,1,5000,BUF@NYJ,BUF,NYJ,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-72665:Kenny Yeboah,107899-72665,TE,Kenny,Kenny Yeboah,Yeboah,1.899999976,2,5000,BUF@NYJ,NYJ,BUF,IR,Groin,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-91098:Lawrence Keys III,107899-91098,WR,Lawrence,Lawrence Keys III,Keys III,,0,5000,BUF@NYJ,BUF,NYJ,Q,Leg,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-69597:Anthony Brown Jr.,107899-69597,QB,Anthony,Anthony Brown Jr.,Brown Jr.,,0,5000,BUF@NYJ,BUF,NYJ,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-86238:Zack Kuntz,107899-86238,TE,Zack,Zack Kuntz,Kuntz,,0,5000,BUF@NYJ,NYJ,BUF,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-104289:Malik Taylor,107899-104289,WR,Malik,Malik Taylor,Taylor,1.149999976,2,5000,BUF@NYJ,NYJ,BUF,IR,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-155875:Lincoln Sefcik,107899-155875,TE,Lincoln,Lincoln Sefcik,Sefcik,,0,5000,BUF@NYJ,NYJ,BUF,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-87011:Markese Stepp,107899-87011,RB,Markese,Markese Stepp,Stepp,,0,5000,BUF@NYJ,NYJ,BUF,Q,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-90981:Adrian Martinez,107899-90981,QB,Adrian,Adrian Martinez,Martinez,,0,5000,BUF@NYJ,NYJ,BUF,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-38628:Mitchell Trubisky,107899-38628,QB,Mitchell,Mitchell Trubisky,Trubisky,-0.033333334,3,5000,BUF@NYJ,BUF,NYJ,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-86125:Brandon Smith,107899-86125,WR,Brandon,Brandon Smith,Smith,,0,5000,BUF@NYJ,NYJ,BUF,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-63469:Ben DiNucci,107899-63469,QB,Ben,Ben DiNucci,DiNucci,,0,5000,BUF@NYJ,BUF,NYJ,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-70383:Darrynton Evans,107899-70383,RB,Darrynton,Darrynton Evans,Evans,4.416666667,6,5000,BUF@NYJ,BUF,NYJ,IR,Hamstring,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-86265:Ben Bryant,107899-86265,QB,Ben,Ben Bryant,Bryant,,0,5000,BUF@NYJ,NYJ,BUF,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-69752:Jalen Virgil,107899-69752,WR,Jalen,Jalen Virgil,Virgil,,0,5000,BUF@NYJ,BUF,NYJ,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-201337:Peewee Jarrett,107899-201337,QB,Peewee,Peewee Jarrett,Jarrett,,0,5000,BUF@NYJ,NYJ,BUF,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107899-103291:Ahmarean Brown,107899-103291,WR,Ahmarean,Ahmarean Brown,Brown,,0,5000,BUF@NYJ,BUF,NYJ,,,,,,MVP - 1.5X Points/AnyFLEX
