entry_id,contest_id,contest_name,MVP - 1.5X Points,AnyFLEX,AnyFLEX,AnyFLEX,AnyFLEX,,Instructions,,,,,,,,,,,,,,,,,
3389163208,107208-271114599,$4K Sun NFL Pooch Punt (150 Entries Max),107208-57439:Patrick Mahomes,107208-112745:Drake London,107208-158974:Xavier Worthy,107208-69777:Darnell Mooney,107208-83083:Justin Watson,,107208-53212:Younghoe Koo,107208-53212,K,Younghoe,Younghoe Koo,Koo,7,2,9000,KC@ATL,ATL,KC,,,,,,MVP - 1.5X Points/AnyFLEX
3389163210,107208-271114599,$4K Sun NFL Pooch Punt (150 Entries Max),107208-57439:Patrick Mahomes,107208-33076:Travis Kelce,107208-112745:Drake London,107208-158974:Xavier Worthy,107208-69777:Darnell Mooney,,107208-156523:Carson Steele,107208-156523,RB,Carson,Carson Steele,Steele,0.349999994,2,8500,KC@ATL,KC,ATL,,,,,,MVP - 1.5X Points/AnyFLEX
3389163211,107208-271114599,$4K Sun NFL Pooch Punt (150 Entries Max),107208-136855:Bijan Robinson,107208-111311:Rashee Rice,107208-33076:Travis Kelce,107208-86080:Kyle Pitts,107208-69777:Darnell Mooney,,107208-12536:Kansas City Chiefs,107208-12536,D,Kansas City,Kansas City Chiefs,Chiefs,7.5,2,8500,KC@ATL,KC,ATL,,,,,,MVP - 1.5X Points/AnyFLEX
3389163212,107208-271114599,$4K Sun NFL Pooch Punt (150 Entries Max),107208-57439:Patrick Mahomes,107208-22038:Kirk Cousins,107208-111311:Rashee Rice,107208-156523:Carson Steele,107208-83083:Justin Watson,,107208-90428:Tyler Allgeier,107208-90428,RB,Tyler,Tyler Allgeier,Allgeier,4.550000191,2,8000,KC@ATL,ATL,KC,,,,,,MVP - 1.5X Points/AnyFLEX
3389163215,107208-271114599,$4K Sun NFL Pooch Punt (150 Entries Max),107208-22038:Kirk Cousins,107208-136855:Bijan Robinson,107208-112745:Drake London,107208-158974:Xavier Worthy,107208-156523:Carson Steele,,107208-12525:Atlanta Falcons,107208-12525,D,Atlanta,Atlanta Falcons,Falcons,3,2,8000,KC@ATL,ATL,KC,,,,,,MVP - 1.5X Points/AnyFLEX
3389163218,107208-271114599,$4K Sun NFL Pooch Punt (150 Entries Max),107208-41642:Harrison Butker,107208-22038:Kirk Cousins,107208-112745:Drake London,107208-136855:Bijan Robinson,107208-12525:Atlanta Falcons,,107208-45229:Kareem Hunt,107208-45229,RB,Kareem,Kareem Hunt,Hunt,8.0625,16,7500,KC@ATL,KC,ATL,,,,,,MVP - 1.5X Points/AnyFLEX
3389163220,107208-271114599,$4K Sun NFL Pooch Punt (150 Entries Max),107208-22038:Kirk Cousins,107208-136855:Bijan Robinson,107208-86080:Kyle Pitts,107208-158974:Xavier Worthy,107208-156523:Carson Steele,,107208-62055:Ray-Ray McCloud III,107208-62055,WR,Ray-Ray,Ray-Ray McCloud III,McCloud III,6.599999905,2,7500,KC@ATL,ATL,KC,,,,,,MVP - 1.5X Points/AnyFLEX
3389163222,107208-271114599,$4K Sun NFL Pooch Punt (150 Entries Max),107208-22038:Kirk Cousins,107208-111311:Rashee Rice,107208-112745:Drake London,107208-156523:Carson Steele,107208-62055:Ray-Ray McCloud III,,107208-83083:Justin Watson,107208-83083,WR,Justin,Justin Watson,Watson,3.099999905,2,7000,KC@ATL,KC,ATL,,,,,,MVP - 1.5X Points/AnyFLEX
3389163224,107208-271114599,$4K Sun NFL Pooch Punt (150 Entries Max),107208-41642:Harrison Butker,107208-33076:Travis Kelce,107208-112745:Drake London,107208-57439:Patrick Mahomes,107208-12536:Kansas City Chiefs,,107208-93143:Noah Gray,107208-93143,TE,Noah,Noah Gray,Gray,5.199999809,1,7000,KC@ATL,KC,ATL,,,,,,MVP - 1.5X Points/AnyFLEX
3389163225,107208-271114599,$4K Sun NFL Pooch Punt (150 Entries Max),107208-57439:Patrick Mahomes,107208-136855:Bijan Robinson,107208-86080:Kyle Pitts,107208-156523:Carson Steele,107208-83083:Justin Watson,,107208-71351:Charlie Woerner,107208-71351,TE,Charlie,Charlie Woerner,Woerner,0.899999976,1,6500,KC@ATL,ATL,KC,,,,,,MVP - 1.5X Points/AnyFLEX
3389163226,107208-271114599,$4K Sun NFL Pooch Punt (150 Entries Max),107208-22038:Kirk Cousins,107208-158974:Xavier Worthy,107208-69777:Darnell Mooney,107208-156523:Carson Steele,107208-62055:Ray-Ray McCloud III,,107208-71352:Mecole Hardman,107208-71352,WR,Mecole,Mecole Hardman,Hardman,0,2,6500,KC@ATL,KC,ATL,,,,,,MVP - 1.5X Points/AnyFLEX
3389163227,107208-271114599,$4K Sun NFL Pooch Punt (150 Entries Max),107208-57439:Patrick Mahomes,107208-22038:Kirk Cousins,107208-33076:Travis Kelce,107208-156523:Carson Steele,107208-90428:Tyler Allgeier,,107208-55987:JuJu Smith-Schuster,107208-55987,WR,JuJu,JuJu Smith-Schuster,Smith-Schuster,0,1,6000,KC@ATL,KC,ATL,,,,,,MVP - 1.5X Points/AnyFLEX
3389163228,107208-271114599,$4K Sun NFL Pooch Punt (150 Entries Max),107208-156523:Carson Steele,107208-158974:Xavier Worthy,107208-41642:Harrison Butker,107208-53212:Younghoe Koo,107208-136855:Bijan Robinson,,107208-85306:KhaDarel Hodge,107208-85306,WR,KhaDarel,KhaDarel Hodge,Hodge,2.323076982,13,6000,KC@ATL,ATL,KC,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-119610:Jase McClellan,107208-119610,RB,Jase,Jase McClellan,McClellan,,0,5500,KC@ATL,ATL,KC,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-112062:Skyy Moore,107208-112062,WR,Skyy,Skyy Moore,Moore,3.323076982,13,5500,KC@ATL,KC,ATL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-91618:John FitzPatrick,107208-91618,TE,John,John FitzPatrick,FitzPatrick,0.850000024,2,5500,KC@ATL,ATL,KC,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-92545:Keaontay Ingram,107208-92545,RB,Keaontay,Keaontay Ingram,Ingram,1.714285714,7,5000,KC@ATL,KC,ATL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-170113:Kehinde Oginni,107208-170113,TE,Kehinde,Kehinde Oginni,Oginni,,0,5000,KC@ATL,ATL,KC,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-70023:Cornell Powell,107208-70023,WR,Cornell,Cornell Powell,Powell,,0,5000,KC@ATL,KC,ATL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-27403:Blake Bell,107208-27403,TE,Blake,Blake Bell,Bell,1.300000054,7,5000,KC@ATL,KC,ATL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-155790:Izaiah Gathings,107208-155790,TE,Izaiah,Izaiah Gathings,Gathings,,0,5000,KC@ATL,KC,ATL,Q,Hamstring,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-167311:OJ Hiliare,107208-167311,WR,OJ,OJ Hiliare,Hiliare,,0,5000,KC@ATL,ATL,KC,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-94099:Robert Burns,107208-94099,RB,Robert,Robert Burns,Burns,,0,5000,KC@ATL,ATL,KC,NA,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-103192:Jared Wiley,107208-103192,TE,Jared,Jared Wiley,Wiley,1.200000048,1,5000,KC@ATL,KC,ATL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-92575:Isiah Pacheco,107208-92575,RB,Isiah,Isiah Pacheco,Pacheco,14.19999981,2,5000,KC@ATL,KC,ATL,IR,Lower leg,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-86687:Hollywood Brown,107208-86687,WR,Hollywood,Hollywood Brown,Brown,8.399999765,13,5000,KC@ATL,KC,ATL,IR,Shoulder,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-73118:Ian Book,107208-73118,QB,Ian,Ian Book,Book,,0,5000,KC@ATL,KC,ATL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-112037:Casey Washington,107208-112037,WR,Casey,Casey Washington,Washington,,0,5000,KC@ATL,ATL,KC,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-201508:Jaaron Hayek,107208-201508,WR,Jaaron,Jaaron Hayek,Hayek,,0,5000,KC@ATL,KC,ATL,IR,Shoulder,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-103081:Austin Stogner,107208-103081,TE,Austin,Austin Stogner,Stogner,,0,5000,KC@ATL,ATL,KC,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-30761:Nathan Peterman,107208-30761,QB,Nathan,Nathan Peterman,Peterman,-0.100000001,4,5000,KC@ATL,ATL,KC,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-201263:Kyle Sheets,107208-201263,WR,Kyle,Kyle Sheets,Sheets,,0,5000,KC@ATL,KC,ATL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-70324:Carson Wentz,107208-70324,QB,Carson,Carson Wentz,Wentz,27.12000084,1,5000,KC@ATL,KC,ATL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-73398:Chris Oladokun,107208-73398,QB,Chris,Chris Oladokun,Oladokun,,0,5000,KC@ATL,KC,ATL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-89785:Spencer Brown,107208-89785,RB,Spencer,Spencer Brown,Brown,,0,5000,KC@ATL,ATL,KC,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-89147:John Paddock,107208-89147,QB,John,John Paddock,Paddock,,0,5000,KC@ATL,ATL,KC,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-32703:Jakeem Grant Sr.,107208-32703,WR,Jakeem,Jakeem Grant Sr.,Grant Sr.,,0,5000,KC@ATL,ATL,KC,Q,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-83138:Ross Dwelley,107208-83138,TE,Ross,Ross Dwelley,Dwelley,0.425000012,4,5000,KC@ATL,ATL,KC,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-55748:James Washington,107208-55748,WR,James,James Washington,Washington,,0,5000,KC@ATL,ATL,KC,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-43973:Keith Smith,107208-43973,RB,Keith,Keith Smith,Smith,0.685714313,7,5000,KC@ATL,ATL,KC,Q,Ankle,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-174148:Carlos Washington Jr.,107208-174148,RB,Carlos,Carlos Washington Jr.,Washington Jr.,,0,5000,KC@ATL,ATL,KC,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-87112:Josh Ali,107208-87112,WR,Josh,Josh Ali,Ali,,0,5000,KC@ATL,ATL,KC,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-68685:Austin Mack,107208-68685,WR,Austin,Austin Mack,Mack,,0,5000,KC@ATL,ATL,KC,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-54608:Jerick McKinnon,107208-54608,RB,Jerick,Jerick McKinnon,McKinnon,5.720000047,13,5000,KC@ATL,KC,ATL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-139985:Bailey Zappe,107208-139985,QB,Bailey,Bailey Zappe,Zappe,7.107272755,11,5000,KC@ATL,KC,ATL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-89814:Gerrit Prince,107208-89814,TE,Gerrit,Gerrit Prince,Prince,,0,5000,KC@ATL,KC,ATL,Q,Lower leg,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-91481:Nikko Remigio,107208-91481,WR,Nikko,Nikko Remigio,Remigio,,0,5000,KC@ATL,KC,ATL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-86747:Dylan Drummond,107208-86747,WR,Dylan,Dylan Drummond,Drummond,,0,5000,KC@ATL,ATL,KC,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-71386:Jordan Thomas,107208-71386,TE,Jordan,Jordan Thomas,Thomas,0,1,5000,KC@ATL,ATL,KC,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-88797:Michael Penix Jr.,107208-88797,QB,Michael,Michael Penix Jr.,Penix Jr.,,0,5000,KC@ATL,ATL,KC,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-133599:Emani Bailey,107208-133599,RB,Emani,Emani Bailey,Bailey,,0,5000,KC@ATL,KC,ATL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-42077:James Winchester,107208-42077,TE,James,James Winchester,Winchester,0,2,5000,KC@ATL,KC,ATL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-103135:Baylor Cupp,107208-103135,TE,Baylor,Baylor Cupp,Cupp,,0,5000,KC@ATL,KC,ATL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-167901:Reggie Brown,107208-167901,WR,Reggie,Reggie Brown,Brown,,0,5000,KC@ATL,KC,ATL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-93408:Rondale Moore,107208-93408,WR,Rondale,Rondale Moore,Moore,5,17,5000,KC@ATL,ATL,KC,IR,Knee,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-147168:Chris Blair,107208-147168,WR,Chris,Chris Blair,Blair,,0,5000,KC@ATL,ATL,KC,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-91235:Geor'Quarius Spivey,107208-91235,TE,Geor'Quarius,Geor'Quarius Spivey,Spivey,,0,5000,KC@ATL,KC,ATL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-85741:Clyde Edwards-Helaire,107208-85741,RB,Clyde,Clyde Edwards-Helaire,Edwards-Helaire,3.379999924,20,5000,KC@ATL,KC,ATL,IR,Illness,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-89964:Justyn Ross,107208-89964,WR,Justyn,Justyn Ross,Ross,1.185714313,7,5000,KC@ATL,KC,ATL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-95854:Montrell Washington,107208-95854,WR,Montrell,Montrell Washington,Washington,0,4,5000,KC@ATL,KC,ATL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-90353:Jesse Matthews,107208-90353,WR,Jesse,Jesse Matthews,Matthews,,0,5000,KC@ATL,ATL,KC,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-88816:Peyton Hendershot,107208-88816,TE,Peyton,Peyton Hendershot,Hendershot,0.828571456,7,5000,KC@ATL,KC,ATL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-14194:Blaine Gabbert,107208-14194,QB,Blaine,Blaine Gabbert,Gabbert,2.224999905,4,5000,KC@ATL,KC,ATL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-92283:Phillip Brooks,107208-92283,WR,Phillip,Phillip Brooks,Brooks,,0,5000,KC@ATL,KC,ATL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-53498:Richie James Jr.,107208-53498,WR,Richie,Richie James Jr.,James Jr.,1.192307692,13,5000,KC@ATL,KC,ATL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107208-94718:Nathan Rourke,107208-94718,QB,Nathan,Nathan Rourke,Rourke,,0,5000,KC@ATL,ATL,KC,,,,,,MVP - 1.5X Points/AnyFLEX
