entry_id,contest_id,contest_name,MVP - 1.5X Points,AnyFLEX,AnyFLEX,AnyFLEX,AnyFLEX,"","Instructions"
"3472984600","111373-273666481","$2K Sat NFL Hail Mary (Only $0.25 to Enter)","111373-63484","111373-104433","111373-103020","111373-86750","111373-47870","","1) Edit your lineup by inserting any player from this list into their appropriate position columns"
"3472984601","111373-273666481","$2K Sat NFL Hail Mary (Only $0.25 to Enter)","111373-63484","111373-40687","111373-103020","111373-6654","111373-73121","","2) You can paste either the Player ID + Name OR ID from their respective columns"
"3472984602","111373-273666481","$2K Sat NFL Hail Mary (Only $0.25 to Enter)","111373-103020","111373-63484","111373-6654","111373-79970","111373-47870","","3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited"
"3472984604","111373-273666481","$2K Sat NFL Hail Mary (Only $0.25 to Enter)","111373-104433","111373-40687","111373-63484","111373-6654","111373-73121","","4) You can not use this form to create new entries"
"3472984606","111373-273666481","$2K Sat NFL Hail Mary (Only $0.25 to Enter)","111373-6654","111373-63484","111373-104433","111373-79970","111373-47870",""
"","","","","","","","","",Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
"","","","","","","","","",111373-53390:Zach Pascal,111373-53390,WR,Zach,Zach Pascal,Pascal,0,1,5000,ARI@LAR,ARI,LAR,,,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",111373-86671:Drake Stoops,111373-86671,WR,Drake,Drake Stoops,Stoops,,0,5000,ARI@LAR,LAR,ARI,,,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",111373-71957:Quintez Cephus,111373-71957,WR,Quintez,Quintez Cephus,Cephus,,0,5000,ARI@LAR,LAR,ARI,,,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",111373-92573:Travis Vokolek,111373-92573,TE,Travis,Travis Vokolek,Vokolek,0,1,5000,ARI@LAR,ARI,LAR,,,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",111373-73121:Tony Jones Jr.,111373-73121,RB,Tony,Tony Jones Jr.,Jones Jr.,4.783333460489909,6,5000,ARI@LAR,ARI,LAR,,,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",111373-71844:Blake Gillikin,111373-71844,K,Blake,Blake Gillikin,Gillikin,0,13,5000,ARI@LAR,ARI,LAR,IR,Foot,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",111373-60838:Andre Baccellia,111373-60838,WR,Andre,Andre Baccellia,Baccellia,0,2,5000,ARI@LAR,ARI,LAR,,,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",111373-185640:Dresser Winn,111373-185640,QB,Dresser,Dresser Winn,Winn,0,1,5000,ARI@LAR,LAR,ARI,,,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",111373-102831:Davis Allen,111373-102831,TE,Davis,Davis Allen,Allen,1.3800000190734862,5,5000,ARI@LAR,LAR,ARI,,,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",111373-158520:Daylen Baldwin,111373-158520,WR,Daylen,Daylen Baldwin,Baldwin,,0,5000,ARI@LAR,ARI,LAR,,,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",111373-90813:Clayton Tune,111373-90813,QB,Clayton,Clayton Tune,Tune,-0.4559999942779541,5,5000,ARI@LAR,ARI,LAR,,,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",111373-91583:Stetson Bennett,111373-91583,QB,Stetson,Stetson Bennett,Bennett,0,1,5000,ARI@LAR,LAR,ARI,,,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",111373-92990:Hassan Hall,111373-92990,RB,Hassan,Hassan Hall,Hall,,0,5000,ARI@LAR,ARI,LAR,,,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",111373-87617:Sage Surratt,111373-87617,WR,Sage,Sage Surratt,Surratt,,0,5000,ARI@LAR,ARI,LAR,Q,Ankle,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",111373-91971:Ronnie Rivers,111373-91971,RB,Ronnie,Ronnie Rivers,Rivers,0.9333333174387614,6,5000,ARI@LAR,LAR,ARI,,,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",111373-86601:SaRodorick Thompson Jr.,111373-86601,RB,SaRodorick,SaRodorick Thompson Jr.,Thompson Jr.,,0,5000,ARI@LAR,LAR,ARI,,,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",111373-165962:Nikola Kalinic,111373-165962,TE,Nikola,Nikola Kalinic,Kalinic,,0,5000,ARI@LAR,LAR,ARI,,,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",111373-113096:Xavier Smith,111373-113096,WR,Xavier,Xavier Smith,Smith,0.38333332538604736,12,5000,ARI@LAR,LAR,ARI,,,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",111373-87882:Daniel Arias,111373-87882,WR,Daniel,Daniel Arias,Arias,,0,5000,ARI@LAR,ARI,LAR,,,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",111373-54604:Jimmy Garoppolo,111373-54604,QB,Jimmy,Jimmy Garoppolo,Garoppolo,0,1,5000,ARI@LAR,LAR,ARI,,,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",111373-95180:Sam Wiglusz,111373-95180,WR,Sam,Sam Wiglusz,Wiglusz,,0,5000,ARI@LAR,LAR,ARI,,,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",111373-114252:Xavier Weaver,111373-114252,WR,Xavier,Xavier Weaver,Weaver,0,2,5000,ARI@LAR,ARI,LAR,,,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",111373-166095:Cody Schrader,111373-166095,RB,Cody,Cody Schrader,Schrader,0,1,5000,ARI@LAR,LAR,ARI,,,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",111373-69597:Anthony Brown Jr.,111373-69597,QB,Anthony,Anthony Brown Jr.,Brown Jr.,,0,5000,ARI@LAR,ARI,LAR,,,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",111373-149727:Bernhard Seikovits,111373-149727,TE,Bernhard,Bernhard Seikovits,Seikovits,,0,5000,ARI@LAR,ARI,LAR,,,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",111373-64350:Jeff Smith,111373-64350,WR,Jeff,Jeff Smith,Smith,,0,5000,ARI@LAR,ARI,LAR,Q,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",111373-201313:JJ Laap,111373-201313,WR,JJ,JJ Laap,Laap,,0,5000,ARI@LAR,LAR,ARI,,,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",111373-94579:Emari Demercado,111373-94579,RB,Emari,Emari Demercado,Demercado,3.5923077509953427,13,5000,ARI@LAR,ARI,LAR,IR,Back,,,,MVP - 1.5X Points/AnyFLEX
"","","","","","","","","",111373-156152:Tejhaun Palmer,111373-156152,WR,Tejhaun,Tejhaun Palmer,Palmer,,0,5000,ARI@LAR,ARI,LAR,,,,,,MVP - 1.5X Points/AnyFLEX
