entry_id,contest_id,contest_name,MVP - 1.5X Points,AnyFLEX,AnyFLEX,AnyFLEX,AnyFLEX,,Instructions,,,,,,,,,,,,,,,,,
,,,,,,,,,108145-170287:Rashid Shaheed,108145-170287,WR,Rashid,Rashid Shaheed,Shaheed,11.63333384,6,13000,DEN@NO,NO,DEN,IR,Knee - meniscus,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-87770:Chris Olave,108145-87770,WR,Chris,Chris Olave,Olave,7.366666794,6,12500,DEN@NO,NO,DEN,NA,Concussion,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-93541:Javonte Williams,108145-93541,RB,Javonte,Javonte Williams,Williams,6.933333079,6,11500,DEN@NO,DEN,NO,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-57403:Courtland Sutton,108145-57403,WR,Courtland,Courtland Sutton,Sutton,8.366666794,6,11000,DEN@NO,DEN,NO,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-45565:Taysom Hill,108145-45565,TE,Taysom,Taysom Hill,Hill,6.96666654,3,10000,DEN@NO,NO,DEN,NA,Ribs,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-89348:Blake Grupe,108145-89348,K,Blake,Blake Grupe,Grupe,9,6,9500,DEN@NO,NO,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-48380:Wil Lutz,108145-48380,K,Wil,Wil Lutz,Lutz,9.333333333,6,9500,DEN@NO,DEN,NO,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-45631:Jamaal Williams,108145-45631,RB,Jamaal,Jamaal Williams,Williams,3.399999936,6,9000,DEN@NO,NO,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-12542:New Orleans Saints,108145-12542,D,New Orleans,New Orleans Saints,Saints,8.333333333,6,9000,DEN@NO,NO,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-110274:Bub Means,108145-110274,WR,Bub,Bub Means,Means,6.5,2,8500,DEN@NO,NO,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-12531:Denver Broncos,108145-12531,D,Denver,Denver Broncos,Broncos,10.16666667,6,8500,DEN@NO,DEN,NO,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-64808:Juwan Johnson,108145-64808,TE,Juwan,Juwan Johnson,Johnson,5.949999809,4,8000,DEN@NO,NO,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-151903:Troy Franklin,108145-151903,WR,Troy,Troy Franklin,Franklin,3.2,5,8000,DEN@NO,DEN,NO,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-147051:Jaleel McLaughlin,108145-147051,RB,Jaleel,Jaleel McLaughlin,McLaughlin,5.066666603,6,7500,DEN@NO,DEN,NO,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-53097:Josh Reynolds,108145-53097,WR,Josh,Josh Reynolds,Reynolds,6.059999847,5,7500,DEN@NO,DEN,NO,IR,Finger,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-60712:Foster Moreau,108145-60712,TE,Foster,Foster Moreau,Moreau,6.925000191,4,7000,DEN@NO,NO,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-103511:Devaughn Vele,108145-103511,WR,Devaughn,Devaughn Vele,Vele,8.850000381,2,7000,DEN@NO,DEN,NO,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-91931:Greg Dulcich,108145-91931,TE,Greg,Greg Dulcich,Dulcich,1.76666673,3,6500,DEN@NO,DEN,NO,NA,Coach's decision,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-201260:Mason Tipton,108145-201260,WR,Mason,Mason Tipton,Tipton,1.4,5,6500,DEN@NO,NO,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-71031:Lil'Jordan Humphrey,108145-71031,WR,Lil'Jordan,Lil'Jordan Humphrey,Humphrey,3.46666654,6,6500,DEN@NO,DEN,NO,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-120093:Marvin Mims Jr.,108145-120093,WR,Marvin,Marvin Mims Jr.,Mims Jr.,0.966666698,6,6000,DEN@NO,DEN,NO,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-69581:Cedrick Wilson Jr.,108145-69581,WR,Cedrick,Cedrick Wilson Jr.,Wilson Jr.,0.866666635,3,6000,DEN@NO,NO,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-130270:Adam Trautman,108145-130270,TE,Adam,Adam Trautman,Trautman,1.399999936,3,6000,DEN@NO,DEN,NO,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-173626:Nate Adkins,108145-173626,TE,Nate,Nate Adkins,Adkins,0.780000019,5,5500,DEN@NO,DEN,NO,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-157150:Audric Estime,108145-157150,RB,Audric,Audric Estime,Estime,1.350000024,2,5500,DEN@NO,DEN,NO,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-94855:Jacob Kibodi,108145-94855,RB,Jacob,Jacob Kibodi,Kibodi,,0,5000,DEN@NO,NO,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-73095:Samson Nacua,108145-73095,WR,Samson,Samson Nacua,Nacua,,0,5000,DEN@NO,NO,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-86793:Jake Haener,108145-86793,QB,Jake,Jake Haener,Haener,0.49333334,3,5000,DEN@NO,NO,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-87179:Thomas Yassmin,108145-87179,TE,Thomas,Thomas Yassmin,Yassmin,,0,5000,DEN@NO,DEN,NO,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-199821:Charlie Smyth,108145-199821,K,Charlie,Charlie Smyth,Smyth,,0,5000,DEN@NO,NO,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-61072:Stanley Morgan Jr.,108145-61072,WR,Stanley,Stanley Morgan Jr.,Morgan Jr.,0,1,5000,DEN@NO,NO,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-60947:Jarrett Stidham,108145-60947,QB,Jarrett,Jarrett Stidham,Stidham,9.21333313,3,5000,DEN@NO,DEN,NO,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-90390:Dallin Holker,108145-90390,TE,Dallin,Dallin Holker,Holker,,0,5000,DEN@NO,NO,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-110616:Treyton Welch,108145-110616,TE,Treyton,Treyton Welch,Welch,,0,5000,DEN@NO,NO,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-83226:Kevin Rader,108145-83226,TE,Kevin,Kevin Rader,Rader,0.275000006,4,5000,DEN@NO,NO,DEN,Q,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-94887:Tyler Badie,108145-94887,RB,Tyler,Tyler Badie,Badie,2.633333365,3,5000,DEN@NO,DEN,NO,IR,Back,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-154661:Michael Bandy,108145-154661,WR,Michael,Michael Bandy,Bandy,,0,5000,DEN@NO,DEN,NO,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-90406:Zach Wilson,108145-90406,QB,Zach,Zach Wilson,Wilson,10.57833354,12,5000,DEN@NO,DEN,NO,NA,Coach's decision,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-201261:Jermaine Jackson,108145-201261,WR,Jermaine,Jermaine Jackson,Jackson,,0,5000,DEN@NO,NO,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-91055:Kevin Austin Jr.,108145-91055,WR,Kevin,Kevin Austin Jr.,Austin Jr.,,0,5000,DEN@NO,NO,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-69173:Hunter Kampmoyer,108145-69173,TE,Hunter,Hunter Kampmoyer,Kampmoyer,,0,5000,DEN@NO,DEN,NO,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-89912:Blake Watson,108145-89912,RB,Blake,Blake Watson,Watson,,0,5000,DEN@NO,DEN,NO,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-86075:Lucas Krull,108145-86075,TE,Lucas,Lucas Krull,Krull,1.549999952,2,5000,DEN@NO,DEN,NO,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-87621:A.T. Perry,108145-87621,WR,A.T.,A.T. Perry,Perry,6.066666497,9,5000,DEN@NO,DEN,NO,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-112328:Mason Fairchild,108145-112328,TE,Mason,Mason Fairchild,Fairchild,,0,5000,DEN@NO,NO,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-64841:Equanimeous St. Brown,108145-64841,WR,Equanimeous,Equanimeous St. Brown,St. Brown,1.739999962,5,5000,DEN@NO,NO,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-26057:Michael Burton,108145-26057,RB,Michael,Michael Burton,Burton,0.800000012,4,5000,DEN@NO,DEN,NO,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-58189:Mitchell Fraboni,108145-58189,TE,Mitchell,Mitchell Fraboni,Fraboni,0,1,5000,DEN@NO,DEN,NO,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-65231:Adam Prentice,108145-65231,RB,Adam,Adam Prentice,Prentice,0,1,5000,DEN@NO,NO,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-120657:Kendre Miller,108145-120657,RB,Kendre,Kendre Miller,Miller,4.787499905,8,5000,DEN@NO,NO,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-91989:Jordan Mims,108145-91989,RB,Jordan,Jordan Mims,Mims,1.950000048,2,5000,DEN@NO,NO,DEN,NA,Coach's decision,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-25813:Phillip Dorsett II,108145-25813,WR,Phillip,Phillip Dorsett II,Dorsett II,0,2,5000,DEN@NO,DEN,NO,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-104278:Donald Parham Jr.,108145-104278,TE,Donald,Donald Parham Jr.,Parham Jr.,5.5,12,5000,DEN@NO,DEN,NO,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-170208:Kaden Davis,108145-170208,WR,Kaden,Kaden Davis,Davis,,0,5000,DEN@NO,DEN,NO,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-66155:Michael Jacobson,108145-66155,TE,Michael,Michael Jacobson,Jacobson,,0,5000,DEN@NO,NO,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-130288:James Robinson,108145-130288,RB,James,James Robinson,Robinson,0.5,1,5000,DEN@NO,NO,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-61555:David Sills V,108145-61555,WR,David,David Sills V,Sills V,,0,5000,DEN@NO,DEN,NO,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-112373:Dylan Leonard,108145-112373,TE,Dylan,Dylan Leonard,Leonard,,0,5000,DEN@NO,DEN,NO,Q,Hamstring,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-60791:Tommy Hudson,108145-60791,TE,Tommy,Tommy Hudson,Hudson,,0,5000,DEN@NO,NO,DEN,Q,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,108145-112506:Lincoln Victor,108145-112506,WR,Lincoln,Lincoln Victor,Victor,,0,5000,DEN@NO,DEN,NO,,,,,,MVP - 1.5X Points/AnyFLEX
