entry_id,contest_id,contest_name,entry_fee,MVP - 1.5X Points,AnyFLEX,AnyFLEX,AnyFLEX,AnyFLEX,AnyFLEX,,Instructions,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,121556-89493:Chase Brown,121556-89493,RB,Chase,Chase Brown,Brown,8.066666921,6,10600,15900,PIT@CIN,CIN,PIT,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-112057:Jaylen Warren,121556-112057,RB,Jaylen,Jaylen Warren,Warren,11.55000019,4,9200,13800,PIT@CIN,PIT,CIN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-89981:Tee Higgins,121556-89981,WR,Tee,Tee Higgins,Higgins,7.166666667,6,8600,12900,PIT@CIN,CIN,PIT,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-60840:Jake Browning,121556-60840,QB,Jake,Jake Browning,Browning,14.04500008,4,8000,12000,PIT@CIN,CIN,PIT,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-53729:Mason Rudolph,121556-53729,QB,Mason,Mason Rudolph,Rudolph,0.239999995,2,8000,12000,PIT@CIN,PIT,CIN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-12547:Pittsburgh Steelers,121556-12547,D,Pittsburgh,Pittsburgh Steelers,Steelers,8.8,5,7200,10800,PIT@CIN,PIT,CIN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-90870:Calvin Austin III,121556-90870,WR,Calvin,Calvin Austin III,Austin III,7.724999905,4,7000,10500,PIT@CIN,PIT,CIN,Q,Shoulder,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-32058:Chris Boswell,121556-32058,K,Chris,Chris Boswell,Boswell,10,5,6800,10200,PIT@CIN,PIT,CIN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-90912:Kenneth Gainwell,121556-90912,RB,Kenneth,Kenneth Gainwell,Gainwell,10.6,5,6600,9900,PIT@CIN,PIT,CIN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-86092:Evan McPherson,121556-86092,K,Evan,Evan McPherson,McPherson,5.5,6,6200,9300,PIT@CIN,CIN,PIT,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-12528:Cincinnati Bengals,121556-12528,D,Cincinnati,Cincinnati Bengals,Bengals,2.833333333,6,6000,9000,PIT@CIN,CIN,PIT,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-48116:Jonnu Smith,121556-48116,TE,Jonnu,Jonnu Smith,Smith,4.879999924,5,5600,8400,PIT@CIN,PIT,CIN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-71705:Noah Fant,121556-71705,TE,Noah,Noah Fant,Fant,5.675000191,4,5000,7500,PIT@CIN,CIN,PIT,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-86244:Pat Freiermuth,121556-86244,TE,Pat,Pat Freiermuth,Freiermuth,2.900000095,4,4600,6900,PIT@CIN,PIT,CIN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-56265:Mike Gesicki,121556-56265,TE,Mike,Mike Gesicki,Gesicki,2.020000076,5,4200,6300,PIT@CIN,CIN,PIT,O,Pectoral,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-185593:Andrei Iosivas,121556-185593,WR,Andrei,Andrei Iosivas,Iosivas,4.150000095,4,3600,5400,PIT@CIN,CIN,PIT,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-52451:Samaje Perine,121556-52451,RB,Samaje,Samaje Perine,Perine,1.699999968,6,3200,4800,PIT@CIN,CIN,PIT,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-168916:Kaleb Johnson,121556-168916,RB,Kaleb,Kaleb Johnson,Johnson,0.400000006,4,2600,3900,PIT@CIN,PIT,CIN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-133477:Darnell Washington,121556-133477,TE,Darnell,Darnell Washington,Washington,4.399999936,3,2400,3600,PIT@CIN,PIT,CIN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-71105:Ben Skowronek,121556-71105,WR,Ben,Ben Skowronek,Skowronek,4.349999905,2,2000,3000,PIT@CIN,PIT,CIN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-137122:Tahj Brooks,121556-137122,RB,Tahj,Tahj Brooks,Brooks,1.700000048,1,1800,2700,PIT@CIN,CIN,PIT,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-138037:Roman Wilson,121556-138037,WR,Roman,Roman Wilson,Wilson,1.450000048,2,1600,2400,PIT@CIN,PIT,CIN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-92882:Connor Heyward,121556-92882,TE,Connor,Connor Heyward,Heyward,3,3,1600,2400,PIT@CIN,PIT,CIN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-56711:Drew Sample,121556-56711,TE,Drew,Drew Sample,Sample,2.179999924,5,1400,2100,PIT@CIN,CIN,PIT,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-83117:Tanner Hudson,121556-83117,TE,Tanner,Tanner Hudson,Hudson,9,1,1400,2100,PIT@CIN,CIN,PIT,Q,Concussion,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-128912:Mitch Tinsley,121556-128912,WR,Mitch,Mitch Tinsley,Tinsley,3.066666603,3,1200,1800,PIT@CIN,CIN,PIT,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-61273:Scotty Miller,121556-61273,WR,Scotty,Scotty Miller,Miller,0,1,1200,1800,PIT@CIN,PIT,CIN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-114591:William Wagner,121556-114591,TE,William,William Wagner,Wagner,,0,1000,1500,PIT@CIN,CIN,PIT,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-120105:Will Howard,121556-120105,QB,Will,Will Howard,Howard,,0,1000,1500,PIT@CIN,PIT,CIN,IR,Hand,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-152232:Jordan Moore,121556-152232,WR,Jordan,Jordan Moore,Moore,,0,1000,1500,PIT@CIN,CIN,PIT,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-88109:Gary Brightwell,121556-88109,RB,Gary,Gary Brightwell,Brightwell,0,1,1000,1500,PIT@CIN,CIN,PIT,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-69294:Skylar Thompson,121556-69294,QB,Skylar,Skylar Thompson,Thompson,2.626666705,3,1000,1500,PIT@CIN,PIT,CIN,IR,Hamstring,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-92590:Raheem Blackshear,121556-92590,RB,Raheem,Raheem Blackshear,Blackshear,0.533333333,15,1000,1500,PIT@CIN,PIT,CIN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-88752:Charlie Jones,121556-88752,WR,Charlie,Charlie Jones,Jones,0,6,1000,1500,PIT@CIN,CIN,PIT,Q,Ribs,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-86200:Sean Clifford,121556-86200,QB,Sean,Sean Clifford,Clifford,,0,1000,1500,PIT@CIN,CIN,PIT,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-45259:Logan Woodside,121556-45259,QB,Logan,Logan Woodside,Woodside,,0,1000,1500,PIT@CIN,PIT,CIN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-104278:Donald Parham Jr.,121556-104278,TE,Donald,Donald Parham Jr.,Parham Jr.,,0,1000,1500,PIT@CIN,PIT,CIN,IR,Achilles,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-54239:Matt Sokol,121556-54239,TE,Matt,Matt Sokol,Sokol,,0,1000,1500,PIT@CIN,PIT,CIN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-201564:Cam Grandy,121556-201564,TE,Cam,Cam Grandy,Grandy,1.100000024,1,1000,1500,PIT@CIN,CIN,PIT,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-104165:Lew Nichols,121556-104165,RB,Lew,Lew Nichols,Nichols,0,1,1000,1500,PIT@CIN,PIT,CIN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-138854:Ke'Shawn Williams,121556-138854,WR,Ke'Shawn,Ke'Shawn Williams,Williams,0,1,1000,1500,PIT@CIN,PIT,CIN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-63336:Joe Burrow,121556-63336,QB,Joe,Joe Burrow,Burrow,7.929999828,2,1000,1500,PIT@CIN,CIN,PIT,IR,Toe,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-206447:Max Hurleman,121556-206447,RB,Max,Max Hurleman,Hurleman,,0,1000,1500,PIT@CIN,PIT,CIN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-133484:Jermaine Burton,121556-133484,WR,Jermaine,Jermaine Burton,Burton,1.587499976,8,1000,1500,PIT@CIN,CIN,PIT,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-86646:Trey Sermon,121556-86646,RB,Trey,Trey Sermon,Sermon,0,1,1000,1500,PIT@CIN,PIT,CIN,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-119672:Kendall Milton,121556-119672,RB,Kendall,Kendall Milton,Milton,,0,1000,1500,PIT@CIN,CIN,PIT,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-71935:Kendric Pryor,121556-71935,WR,Kendric,Kendric Pryor,Pryor,1.399999976,1,1000,1500,PIT@CIN,CIN,PIT,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,,,121556-93055:Isaiah Hodgins,121556-93055,WR,Isaiah,Isaiah Hodgins,Hodgins,1.100000024,2,1000,1500,PIT@CIN,PIT,CIN,,,,,,MVP - 1.5X Points/AnyFLEX
