entry_id,contest_id,contest_name,MVP - 1.5X Points,AnyFLEX,AnyFLEX,AnyFLEX,AnyFLEX,,Instructions,,,,,,,,,,,,,,,,,
,,,,,,,,,107283-70603:Devin Singletary,107283-70603,RB,Devin,Devin Singletary,Singletary,12.66666667,3,12000,DAL@NYG,NYG,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-38791:Ezekiel Elliott,107283-38791,RB,Ezekiel,Ezekiel Elliott,Elliott,5.933333079,3,11500,DAL@NYG,DAL,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-29501:Brandin Cooks,107283-29501,WR,Brandin,Brandin Cooks,Cooks,5.900000254,3,10500,DAL@NYG,DAL,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-103539:Wan'Dale Robinson,107283-103539,WR,Wan'Dale,Wan'Dale Robinson,Robinson,9.066666921,3,10000,DAL@NYG,NYG,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-89680:Jake Ferguson,107283-89680,TE,Jake,Jake Ferguson,Ferguson,7.75,2,9500,DAL@NYG,DAL,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-189471:Brandon Aubrey,107283-189471,K,Brandon,Brandon Aubrey,Aubrey,16.33333333,3,9000,DAL@NYG,DAL,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-12530:Dallas Cowboys,107283-12530,D,Dallas,Dallas Cowboys,Cowboys,5.666666667,3,9000,DAL@NYG,DAL,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-55515:Greg Joseph,107283-55515,K,Greg,Greg Joseph,Joseph,3,1,8500,DAL@NYG,NYG,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-12543:New York Giants,107283-12543,D,New York,New York Giants,Giants,7.666666667,3,8500,DAL@NYG,NYG,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-88548:Jalen Tolbert,107283-88548,WR,Jalen,Jalen Tolbert,Tolbert,8.200000127,3,8000,DAL@NYG,DAL,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-72297:Rico Dowdle,107283-72297,RB,Rico,Rico Dowdle,Dowdle,6.233333588,3,8000,DAL@NYG,DAL,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-91417:Luke Schoonmaker,107283-91417,TE,Luke,Luke Schoonmaker,Schoonmaker,4.150000095,2,7500,DAL@NYG,DAL,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-63819:Darius Slayton,107283-63819,WR,Darius,Darius Slayton,Slayton,3.366666794,3,7500,DAL@NYG,NYG,DAL,Q,Thumb,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-60957:KaVontae Turpin,107283-60957,WR,KaVontae,KaVontae Turpin,Turpin,6.766666412,3,7000,DAL@NYG,DAL,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-90307:Daniel Bellinger,107283-90307,TE,Daniel,Daniel Bellinger,Bellinger,1.5,2,7000,DAL@NYG,NYG,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-185863:Hunter Luepke,107283-185863,RB,Hunter,Hunter Luepke,Luepke,3.950000048,2,6500,DAL@NYG,DAL,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-86153:Tyrone Tracy Jr.,107283-86153,RB,Tyrone,Tyrone Tracy Jr.,Tracy Jr.,2.133333365,3,6500,DAL@NYG,NYG,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-137254:Deuce Vaughn,107283-137254,RB,Deuce,Deuce Vaughn,Vaughn,1.466666698,3,6000,DAL@NYG,DAL,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-128810:Theo Johnson,107283-128810,TE,Theo,Theo Johnson,Johnson,2.049999952,2,6000,DAL@NYG,NYG,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-102928:Eric Gray,107283-102928,RB,Eric,Eric Gray,Gray,0,3,5500,DAL@NYG,NYG,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-138277:Jalen Brooks,107283-138277,WR,Jalen,Jalen Brooks,Brooks,2.23333327,3,5500,DAL@NYG,DAL,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-85842:Brevyn Spann-Ford,107283-85842,TE,Brevyn,Brevyn Spann-Ford,Spann-Ford,0,1,5500,DAL@NYG,DAL,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-139094:Jalin Hyatt,107283-139094,WR,Jalin,Jalin Hyatt,Hyatt,0,2,5500,DAL@NYG,NYG,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-104577:Gunner Olszewski,107283-104577,WR,Gunner,Gunner Olszewski,Olszewski,0.25,10,5000,DAL@NYG,NYG,DAL,IR,Groin,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-185862:David Durden,107283-185862,WR,David,David Durden,Durden,,0,5000,DAL@NYG,DAL,NYG,Q,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-53639:Isaiah McKenzie,107283-53639,WR,Isaiah,Isaiah McKenzie,McKenzie,0.853846183,13,5000,DAL@NYG,NYG,DAL,Q,Lower body,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-94600:John Stephens Jr.,107283-94600,WR,John,John Stephens Jr.,Stephens Jr.,,0,5000,DAL@NYG,DAL,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-91912:Chase Cota,107283-91912,WR,Chase,Chase Cota,Cota,,0,5000,DAL@NYG,NYG,DAL,Q,Collarbone,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-94864:Jashaun Corbin,107283-94864,RB,Jashaun,Jashaun Corbin,Corbin,1.399999976,2,5000,DAL@NYG,NYG,DAL,Q,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-201233:Ryan Flournoy,107283-201233,WR,Ryan,Ryan Flournoy,Flournoy,,0,5000,DAL@NYG,DAL,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-87442:Princeton Fant,107283-87442,TE,Princeton,Princeton Fant,Fant,,0,5000,DAL@NYG,DAL,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-94748:Tommy DeVito,107283-94748,QB,Tommy,Tommy DeVito,DeVito,10.72666677,9,5000,DAL@NYG,NYG,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-86047:Malik Davis,107283-86047,RB,Malik,Malik Davis,Davis,,0,5000,DAL@NYG,DAL,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-63646:Lawrence Cager,107283-63646,TE,Lawrence,Lawrence Cager,Cager,2.320000076,5,5000,DAL@NYG,NYG,DAL,O,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-93600:Bryce Ford-Wheaton,107283-93600,WR,Bryce,Bryce Ford-Wheaton,Ford-Wheaton,,0,5000,DAL@NYG,NYG,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-60705:Tyron Billy-Johnson,107283-60705,WR,Tyron,Tyron Billy-Johnson,Billy-Johnson,,0,5000,DAL@NYG,DAL,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-94121:Lorenzo Lingard,107283-94121,RB,Lorenzo,Lorenzo Lingard,Lingard,,0,5000,DAL@NYG,NYG,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-65706:Deontay Burnett,107283-65706,WR,Deontay,Deontay Burnett,Burnett,,0,5000,DAL@NYG,DAL,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-44715:Cooper Rush,107283-44715,QB,Cooper,Cooper Rush,Rush,0.07,2,5000,DAL@NYG,DAL,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-64051:Drew Lock,107283-64051,QB,Drew,Drew Lock,Lock,5.353333155,6,5000,DAL@NYG,NYG,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-52409:Jakob Johnson,107283-52409,RB,Jakob,Jakob Johnson,Johnson,0.566666683,3,5000,DAL@NYG,NYG,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-173631:Dante Miller,107283-173631,RB,Dante,Dante Miller,Miller,,0,5000,DAL@NYG,NYG,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-149696:Trey Lance,107283-149696,QB,Trey,Trey Lance,Lance,0,1,5000,DAL@NYG,DAL,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-102729:Snoop Conner,107283-102729,RB,Snoop,Snoop Conner,Conner,,0,5000,DAL@NYG,DAL,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-102987:Nathaniel Peat,107283-102987,RB,Nathaniel,Nathaniel Peat,Peat,,0,5000,DAL@NYG,DAL,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-73551:Stantley Thomas-Oliver III,107283-73551,WR,Stantley,Stantley Thomas-Oliver III,Thomas-Oliver III,,0,5000,DAL@NYG,NYG,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-54863:C.J. Goodwin,107283-54863,WR,C.J.,C.J. Goodwin,Goodwin,0,1,5000,DAL@NYG,DAL,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-109008:Jalen Cropper,107283-109008,WR,Jalen,Jalen Cropper,Cropper,,0,5000,DAL@NYG,DAL,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-22100:Randy Bullock,107283-22100,K,Randy,Randy Bullock,Bullock,4.833333333,6,5000,DAL@NYG,NYG,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-18009:Chris Manhertz,107283-18009,TE,Chris,Chris Manhertz,Manhertz,0.433333317,6,5000,DAL@NYG,NYG,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-94554:Alec Holler,107283-94554,TE,Alec,Alec Holler,Holler,,0,5000,DAL@NYG,DAL,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-89050:Cam Johnson,107283-89050,WR,Cam,Cam Johnson,Johnson,,0,5000,DAL@NYG,DAL,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-86113:Ihmir Smith-Marsette,107283-86113,WR,Ihmir,Ihmir Smith-Marsette,Smith-Marsette,0,1,5000,DAL@NYG,NYG,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-91872:Joshua Kelley,107283-91872,RB,Joshua,Joshua Kelley,Kelley,3.394117692,17,5000,DAL@NYG,NYG,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-85731:Racey McMath,107283-85731,WR,Racey,Racey McMath,McMath,,0,5000,DAL@NYG,DAL,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-170214:Dennis Houston,107283-170214,WR,Dennis,Dennis Houston,Houston,,0,5000,DAL@NYG,NYG,DAL,Q,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-63851:Tyree Jackson,107283-63851,TE,Tyree,Tyree Jackson,Jackson,,0,5000,DAL@NYG,NYG,DAL,Q,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-104304:Corey Crooms Jr.,107283-104304,WR,Corey,Corey Crooms Jr.,Crooms Jr.,,0,5000,DAL@NYG,DAL,NYG,Q,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-176119:Jude McAtamney,107283-176119,K,Jude,Jude McAtamney,McAtamney,,0,5000,DAL@NYG,NYG,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-10744:Graham Gano,107283-10744,K,Graham,Graham Gano,Gano,8,1,5000,DAL@NYG,NYG,DAL,IR,Hamstring,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-183931:Ayir Asante,107283-183931,WR,Ayir,Ayir Asante,Asante,,0,5000,DAL@NYG,NYG,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-54140:Dalvin Cook,107283-54140,RB,Dalvin,Dalvin Cook,Cook,2.333333333,15,5000,DAL@NYG,DAL,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-93055:Isaiah Hodgins,107283-93055,WR,Isaiah,Isaiah Hodgins,Hodgins,3.535714286,14,5000,DAL@NYG,NYG,DAL,,,,,,MVP - 1.5X Points/AnyFLEX
,,,,,,,,,107283-71039:Kelvin Harmon,107283-71039,WR,Kelvin,Kelvin Harmon,Harmon,,0,5000,DAL@NYG,DAL,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
